國家,日期,總確診數,新增確診數,新增死亡數
台灣,2020-03-28,283,16,0
台灣,2020-03-29,298,15,0
台灣,2020-03-30,306,8,3
台灣,2020-03-31,322,16,0
台灣,2020-04-01,329,7,0
台灣,2020-04-02,339,10,0
台灣,2020-04-03,348,9,0
台灣,2020-04-04,355,7,0
台灣,2020-04-05,363,8,0
台灣,2020-04-06,373,10,0
台灣,2020-04-07,376,3,0
台灣,2020-04-08,379,3,0
台灣,2020-04-09,380,1,0
台灣,2020-04-10,382,2,1
台灣,2020-04-11,385,3,0
台灣,2020-04-12,388,3,0
台灣,2020-04-13,393,5,0
台灣,2020-04-14,393,0,0
台灣,2020-04-15,395,2,0
台灣,2020-04-16,395,0,0
台灣,2020-04-17,395,0,0
台灣,2020-04-18,398,3,0
台灣,2020-04-19,420,22,0
台灣,2020-04-20,422,2,0
台灣,2020-04-21,425,3,0
台灣,2020-04-22,426,1,0
台灣,2020-04-23,427,1,0
台灣,2020-04-24,428,1,0
台灣,2020-04-25,429,1,0
台灣,2020-04-26,429,0,0
台灣,2020-04-27,429,0,0
台灣,2020-04-28,429,0,0
台灣,2020-04-29,429,0,0
台灣,2020-04-30,429,0,0
台灣,2020-05-01,429,0,0
台灣,2020-05-02,432,3,0
台灣,2020-05-03,436,4,0
台灣,2020-05-04,438,2,0
台灣,2020-05-05,438,0,0
台灣,2020-05-06,439,1,0
台灣,2020-05-07,440,1,0
台灣,2020-05-08,440,0,0
台灣,2020-05-09,440,0,0
台灣,2020-05-10,440,0,0
台灣,2020-05-11,440,0,1
台灣,2020-05-12,440,0,0
台灣,2020-05-13,440,0,0
台灣,2020-05-14,440,0,0
台灣,2020-05-15,440,0,0
台灣,2020-05-16,440,0,0
台灣,2020-05-17,440,0,0
台灣,2020-05-18,440,0,0
台灣,2020-05-19,440,0,0
台灣,2020-05-20,440,0,0
台灣,2020-05-21,440,0,0
台灣,2020-05-22,441,1,0
台灣,2020-05-23,441,0,0
台灣,2020-05-24,441,0,0
台灣,2020-05-25,441,0,0
台灣,2020-05-26,441,0,0
台灣,2020-05-27,441,0,0
台灣,2020-05-28,441,0,0
台灣,2020-05-29,442,1,0
台灣,2020-05-30,442,0,0
台灣,2020-05-31,442,0,0
台灣,2020-06-01,443,1,0
台灣,2020-06-02,443,0,0
台灣,2020-06-03,443,0,0
台灣,2020-06-04,443,0,0
台灣,2020-06-05,443,0,0
台灣,2020-06-06,443,0,0
台灣,2020-06-07,443,0,0
台灣,2020-06-08,443,0,0
台灣,2020-06-09,443,0,0
台灣,2020-06-10,443,0,0
台灣,2020-06-11,443,0,0
台灣,2020-06-12,443,0,0
台灣,2020-06-13,443,0,0
台灣,2020-06-14,443,0,0
台灣,2020-06-15,445,2,0
台灣,2020-06-16,445,0,0
台灣,2020-06-17,445,0,0
台灣,2020-06-18,446,1,0
台灣,2020-06-19,446,0,0
台灣,2020-06-20,446,0,0
台灣,2020-06-21,446,0,0
台灣,2020-06-22,446,0,0
台灣,2020-06-23,446,0,0
台灣,2020-06-24,446,0,0
台灣,2020-06-25,447,1,0
台灣,2020-06-26,447,0,0
台灣,2020-06-27,447,0,0
台灣,2020-06-28,447,0,0
台灣,2020-06-29,447,0,0
台灣,2020-06-30,447,0,0
台灣,2020-07-01,447,0,0
台灣,2020-07-02,448,1,0
台灣,2020-07-03,449,1,0
台灣,2020-07-04,449,0,0
台灣,2020-07-05,449,0,0
台灣,2020-07-06,449,0,0
台灣,2020-07-07,449,0,0
台灣,2020-07-08,449,0,0
台灣,2020-07-09,449,0,0
台灣,2020-07-10,449,0,0
台灣,2020-07-11,451,2,0
台灣,2020-07-12,451,0,0
台灣,2020-07-13,451,0,0
台灣,2020-07-14,451,0,0
台灣,2020-07-15,451,0,0
台灣,2020-07-16,451,0,0
台灣,2020-07-17,451,0,0
台灣,2020-07-18,451,0,0
台灣,2020-07-19,451,0,0
台灣,2020-07-20,451,0,0
台灣,2020-07-21,451,0,0
台灣,2020-07-22,455,4,0
台灣,2020-07-23,455,0,0
台灣,2020-07-24,458,3,0
台灣,2020-07-25,458,0,0
台灣,2020-07-26,458,0,0
台灣,2020-07-27,462,4,0
台灣,2020-07-28,467,5,0
台灣,2020-07-29,467,0,0
台灣,2020-07-30,467,0,0
台灣,2020-07-31,467,0,0
台灣,2020-08-01,474,7,0
台灣,2020-08-02,475,1,0
台灣,2020-08-03,474,0,0
台灣,2020-08-04,476,2,0
台灣,2020-08-05,476,0,0
台灣,2020-08-06,477,1,0
台灣,2020-08-07,477,0,0
台灣,2020-08-08,479,2,0
台灣,2020-08-09,477,0,0
台灣,2020-08-10,477,0,0
台灣,2020-08-11,480,3,0
台灣,2020-08-12,481,1,0
台灣,2020-08-13,481,0,0
台灣,2020-08-14,481,0,0
台灣,2020-08-15,482,1,0
台灣,2020-08-16,484,2,0
台灣,2020-08-17,485,1,0
台灣,2020-08-18,486,1,0
台灣,2020-08-19,486,0,0
台灣,2020-08-20,486,0,0
台灣,2020-08-21,487,1,0
台灣,2020-08-22,487,0,0
台灣,2020-08-23,487,0,0
台灣,2020-08-24,487,0,0
台灣,2020-08-25,487,0,0
台灣,2020-08-26,487,0,0
台灣,2020-08-27,487,0,0
台灣,2020-08-28,487,0,0
台灣,2020-08-29,488,1,0
台灣,2020-08-30,488,0,0
台灣,2020-08-31,488,0,0
台灣,2020-09-01,488,0,0
台灣,2020-09-02,489,1,0
台灣,2020-09-03,489,0,0
台灣,2020-09-04,490,1,0
台灣,2020-09-05,492,2,0
台灣,2020-09-06,493,1,0
台灣,2020-09-07,494,1,0
台灣,2020-09-08,495,1,0
台灣,2020-09-09,495,0,0
台灣,2020-09-10,496,1,0
台灣,2020-09-11,498,2,0
台灣,2020-09-12,498,0,0
台灣,2020-09-13,498,0,0
台灣,2020-09-14,499,1,0
台灣,2020-09-15,499,0,0
台灣,2020-09-16,500,1,0
台灣,2020-09-17,503,3,0
台灣,2020-09-18,503,0,0
台灣,2020-09-19,506,3,0
台灣,2020-09-20,507,1,0
台灣,2020-09-21,509,2,0
台灣,2020-09-22,509,0,0
台灣,2020-09-23,509,0,0
台灣,2020-09-24,509,0,0
台灣,2020-09-25,510,1,0
台灣,2020-09-26,510,0,0
台灣,2020-09-27,510,0,0
台灣,2020-09-28,513,3,0
台灣,2020-09-29,513,0,0
台灣,2020-09-30,514,1,0
台灣,2020-10-01,515,1,0
台灣,2020-10-02,517,2,0
台灣,2020-10-03,517,0,0
台灣,2020-10-04,517,0,0
台灣,2020-10-05,518,1,0
台灣,2020-10-06,521,3,0
台灣,2020-10-07,523,2,0
台灣,2020-10-08,524,1,0
台灣,2020-10-09,527,3,0
台灣,2020-10-10,527,0,0
台灣,2020-10-11,527,0,0
台灣,2020-10-12,529,2,0
台灣,2020-10-13,530,1,0
台灣,2020-10-14,530,0,0
台灣,2020-10-15,531,1,0
台灣,2020-10-16,535,4,0
台灣,2020-10-17,535,0,0
台灣,2020-10-18,535,0,0
台灣,2020-10-19,540,5,0
台灣,2020-10-20,543,3,0
台灣,2020-10-21,544,1,0
台灣,2020-10-22,548,4,0
台灣,2020-10-23,548,0,0
台灣,2020-10-24,550,2,0
台灣,2020-10-25,550,0,0
台灣,2020-10-26,550,0,0
台灣,2020-10-27,550,0,0
台灣,2020-10-28,550,0,0
台灣,2020-10-29,553,3,0
台灣,2020-10-30,554,1,0
台灣,2020-10-31,555,1,0
台灣,2020-11-01,558,3,0
台灣,2020-11-02,563,5,0
台灣,2020-11-03,567,4,0
台灣,2020-11-04,568,1,0
台灣,2020-11-05,569,1,0
台灣,2020-11-06,573,4,0
台灣,2020-11-07,573,0,0
台灣,2020-11-08,577,4,0
台灣,2020-11-09,578,1,0
台灣,2020-11-10,580,2,0
台灣,2020-11-11,584,4,0
台灣,2020-11-12,589,5,0
台灣,2020-11-13,597,8,0
台灣,2020-11-14,600,3,0
台灣,2020-11-15,602,2,0
台灣,2020-11-16,603,1,0
台灣,2020-11-17,605,2,0
台灣,2020-11-18,607,2,0
台灣,2020-11-19,609,2,0
台灣,2020-11-20,611,2,0
台灣,2020-11-21,611,0,0
台灣,2020-11-22,617,6,0
台灣,2020-11-23,618,1,0
台灣,2020-11-24,618,0,0
台灣,2020-11-25,623,5,0
台灣,2020-11-26,625,2,0
台灣,2020-11-27,639,14,0
台灣,2020-11-28,648,9,0
台灣,2020-11-29,651,3,0
台灣,2020-11-30,675,24,0
台灣,2020-12-01,679,4,0
台灣,2020-12-02,685,6,0
台灣,2020-12-03,686,1,0
台灣,2020-12-04,690,4,0
台灣,2020-12-05,694,4,0
台灣,2020-12-06,716,22,0
台灣,2020-12-07,716,0,0
台灣,2020-12-08,718,2,0
台灣,2020-12-09,720,2,0
台灣,2020-12-10,724,4,0
台灣,2020-12-11,725,1,0
台灣,2020-12-12,733,8,0
台灣,2020-12-13,736,3,0
台灣,2020-12-14,740,4,0
台灣,2020-12-15,742,2,0
台灣,2020-12-16,749,7,0
台灣,2020-12-17,757,8,0
台灣,2020-12-18,759,2,0
台灣,2020-12-19,763,4,0
台灣,2020-12-20,766,3,0
台灣,2020-12-21,766,0,0
台灣,2020-12-22,770,4,0
台灣,2020-12-23,776,6,0
台灣,2020-12-24,776,0,0
台灣,2020-12-25,780,4,0
台灣,2020-12-26,783,3,0
台灣,2020-12-27,785,2,0
台灣,2020-12-28,793,8,0
台灣,2020-12-29,795,2,0
台灣,2020-12-30,797,2,0
台灣,2020-12-31,799,2,0
台灣,2021-01-01,802,3,0
台灣,2021-01-02,808,6,0
台灣,2021-01-03,812,4,0
台灣,2021-01-04,815,3,0
台灣,2021-01-05,817,2,0
台灣,2021-01-06,819,2,0
台灣,2021-01-07,822,3,0
台灣,2021-01-08,825,3,0
台灣,2021-01-09,828,3,0
台灣,2021-01-10,828,0,0
台灣,2021-01-11,834,6,0
台灣,2021-01-12,838,4,0
台灣,2021-01-13,842,4,0
台灣,2021-01-14,842,0,0
台灣,2021-01-15,843,1,0
台灣,2021-01-16,851,8,0
台灣,2021-01-17,855,4,0
台灣,2021-01-18,862,7,0
台灣,2021-01-19,868,6,0
台灣,2021-01-20,870,2,0
台灣,2021-01-21,881,11,0
台灣,2021-01-22,881,0,0
台灣,2021-01-23,884,3,0
台灣,2021-01-24,889,5,0
台灣,2021-01-25,889,0,0
台灣,2021-01-26,890,1,0
台灣,2021-01-27,893,3,0
台灣,2021-01-28,895,2,0
台灣,2021-01-29,899,4,0
台灣,2021-01-30,909,10,1
台灣,2021-01-31,911,2,0
台灣,2021-02-01,912,1,0
台灣,2021-02-02,915,3,0
台灣,2021-02-03,917,2,0
台灣,2021-02-04,919,2,1
台灣,2021-02-05,923,4,0
台灣,2021-02-06,924,1,0
台灣,2021-02-07,927,3,0
台灣,2021-02-08,928,1,0
台灣,2021-02-09,933,5,0
台灣,2021-02-10,935,2,0
台灣,2021-02-11,936,1,0
台灣,2021-02-12,937,1,0
台灣,2021-02-13,937,0,0
台灣,2021-02-14,937,0,0
台灣,2021-02-15,937,0,0
台灣,2021-02-16,937,0,0
台灣,2021-02-17,938,1,0
台灣,2021-02-18,940,2,0
台灣,2021-02-19,941,1,0
台灣,2021-02-20,942,1,0
台灣,2021-02-21,942,0,0
台灣,2021-02-22,942,0,0
台灣,2021-02-23,942,0,0
台灣,2021-02-24,946,4,0
台灣,2021-02-25,951,5,0
台灣,2021-02-26,951,0,0
台灣,2021-02-27,954,3,0
台灣,2021-02-28,955,1,0
台灣,2021-03-01,955,0,0
台灣,2021-03-02,955,0,0
台灣,2021-03-03,958,3,0
台灣,2021-03-04,960,2,0
台灣,2021-03-05,960,0,0
台灣,2021-03-06,967,7,1
台灣,2021-03-07,969,2,0
台灣,2021-03-08,976,7,0
台灣,2021-03-09,977,1,0
台灣,2021-03-10,978,1,0
台灣,2021-03-11,978,0,0
台灣,2021-03-12,984,6,0
台灣,2021-03-13,984,0,0
台灣,2021-03-14,985,1,0
台灣,2021-03-15,990,5,0
台灣,2021-03-16,990,0,0
台灣,2021-03-17,990,0,0
台灣,2021-03-18,998,8,0
台灣,2021-03-19,1004,6,0
台灣,2021-03-20,1005,1,0
台灣,2021-03-21,1006,1,0
台灣,2021-03-22,1006,0,0
台灣,2021-03-23,1007,1,0
台灣,2021-03-24,1009,2,0
台灣,2021-03-25,1012,3,0
台灣,2021-03-26,1013,1,0
台灣,2021-03-27,1020,7,0
台灣,2021-03-28,1022,2,0
台灣,2021-03-29,1023,1,0
台灣,2021-03-30,1024,1,0
台灣,2021-03-31,1030,6,0
台灣,2021-04-01,1036,6,0
台灣,2021-04-02,1039,3,0
台灣,2021-04-03,1045,6,0
台灣,2021-04-04,1047,2,0
台灣,2021-04-05,1048,1,0
台灣,2021-04-06,1050,2,0
台灣,2021-04-07,1050,0,0
台灣,2021-04-08,1050,0,0
台灣,2021-04-09,1054,4,0
台灣,2021-04-10,1056,2,0
台灣,2021-04-11,1057,1,1
台灣,2021-04-12,1058,1,0
台灣,2021-04-13,1062,4,0
台灣,2021-04-14,1067,5,0
台灣,2021-04-15,1068,1,0
台灣,2021-04-16,1070,2,0
台灣,2021-04-17,1072,2,0
台灣,2021-04-18,1073,1,0
台灣,2021-04-19,1076,3,0
台灣,2021-04-20,1078,2,0
台灣,2021-04-21,1082,4,0
台灣,2021-04-22,1086,4,0
台灣,2021-04-23,1090,4,0
台灣,2021-04-24,1097,7,1
台灣,2021-04-25,1100,3,0
台灣,2021-04-26,1104,4,0
台灣,2021-04-27,1110,6,0
台灣,2021-04-28,1116,6,0
台灣,2021-04-29,1121,5,0
台灣,2021-04-30,1128,7,0
台灣,2021-05-01,1132,4,0
台灣,2021-05-02,1137,5,0
台灣,2021-05-03,1145,8,0
台灣,2021-05-04,1153,8,0
台灣,2021-05-05,1160,7,0
台灣,2021-05-06,1173,13,0
台灣,2021-05-07,1178,5,0
台灣,2021-05-08,1183,5,0
台灣,2021-05-09,1184,1,0
台灣,2021-05-10,1199,15,0
台灣,2021-05-11,1210,11,0
台灣,2021-05-12,1231,21,0
台灣,2021-05-13,1256,25,0
台灣,2021-05-14,1290,34,0
台灣,2021-05-15,1475,185,0
台灣,2021-05-16,1682,207,0
台灣,2021-05-17,2017,335,0
台灣,2021-05-18,2260,243,2
台灣,2021-05-19,2533,273,0
台灣,2021-05-20,2825,292,1
台灣,2021-05-21,3139,314,0
台灣,2021-05-22,3862,723,2
台灣,2021-05-23,4322,460,6
台灣,2021-05-24,4917,595,6
台灣,2021-05-25,5456,539,6
台灣,2021-05-26,6091,635,11
台灣,2021-05-27,6761,670,13
台灣,2021-05-28,7315,554,19
台灣,2021-05-29,7806,491,21
台灣,2021-05-30,8160,354,10
台灣,2021-05-31,8511,351,15
台灣,2021-06-01,8842,331,13
台灣,2021-06-02,9389,547,12
台灣,2021-06-03,9974,585,17
台灣,2021-06-04,10446,472,21
台灣,2021-06-05,10956,510,37
台灣,2021-06-06,11298,342,36
台灣,2021-06-07,11491,193,26
台灣,2021-06-08,11694,203,22
台灣,2021-06-09,11968,274,25
台灣,2021-06-10,12222,254,28
台灣,2021-06-11,12500,278,24
台灣,2021-06-12,12746,246,26
台灣,2021-06-13,12921,175,26
台灣,2021-06-14,13106,185,15
台灣,2021-06-15,13241,135,8
台灣,2021-06-16,13409,168,18
台灣,2021-06-17,13584,175,19
台灣,2021-06-18,13771,187,21
台灣,2021-06-19,13896,125,20
台灣,2021-06-20,14005,109,11
台灣,2021-06-21,14080,75,20
台灣,2021-06-22,14157,77,6
台灣,2021-06-23,14260,103,24
台灣,2021-06-24,14389,129,6
台灣,2021-06-25,14465,76,5
台灣,2021-06-26,14545,80,13
台灣,2021-06-27,14634,89,9
台灣,2021-06-28,14694,60,3
台灣,2021-06-29,14748,54,8
台灣,2021-06-30,14804,56,5
台灣,2021-07-01,14853,49,13
台灣,2021-07-02,14911,58,15
台灣,2021-07-03,14991,80,10
台灣,2021-07-04,15030,39,2
台灣,2021-07-05,15061,31,1
台灣,2021-07-06,15088,27,17
台灣,2021-07-07,15128,40,9
台灣,2021-07-08,15149,21,3
台灣,2021-07-09,15185,36,12
台灣,2021-07-10,15218,33,6
台灣,2021-07-11,15249,31,4
台灣,2021-07-12,15273,24,1
台灣,2021-07-13,15302,29,6
台灣,2021-07-14,15328,26,6
台灣,2021-07-15,15346,18,6
台灣,2021-07-16,15378,32,4
台灣,2021-07-17,15390,12,1
台灣,2021-07-18,15408,18,4
台灣,2021-07-19,15429,21,1
台灣,2021-07-20,15453,24,4
台灣,2021-07-21,15478,25,5
台灣,2021-07-22,15511,33,4
台灣,2021-07-23,15535,24,2
台灣,2021-07-24,15558,23,2
台灣,2021-07-25,15571,13,0
台灣,2021-07-26,15582,11,0
台灣,2021-07-27,15599,17,1
台灣,2021-07-28,15619,20,0
台灣,2021-07-29,15637,18,0
台灣,2021-07-30,15662,25,0
台灣,2021-07-31,15674,12,0
台灣,2021-08-01,15688,14,2
台灣,2021-08-02,15702,14,0
台灣,2021-08-03,15721,19,2
台灣,2021-08-04,15742,21,0
台灣,2021-08-05,15753,11,0
台灣,2021-08-06,15765,12,3
台灣,2021-08-07,15775,10,12
台灣,2021-08-08,15782,7,3
台灣,2021-08-09,15790,8,4
台灣,2021-08-10,15798,8,1
台灣,2021-08-11,15814,16,2
台灣,2021-08-12,15820,6,1
台灣,2021-08-13,15836,16,2
台灣,2021-08-14,15843,7,2
台灣,2021-08-15,15852,9,0
台灣,2021-08-16,15862,10,0
台灣,2021-08-17,15880,18,0
台灣,2021-08-18,15891,11,0
台灣,2021-08-19,15897,6,5
台灣,2021-08-20,15906,9,1
台灣,2021-08-21,15916,10,1
台灣,2021-08-22,15926,10,0
台灣,2021-08-23,15932,6,0
台灣,2021-08-24,15938,6,1
台灣,2021-08-25,15939,1,1
台灣,2021-08-26,15947,8,2
台灣,2021-08-27,15954,7,1
台灣,2021-08-28,15960,6,0
台灣,2021-08-29,15983,23,1
台灣,2021-08-30,15991,8,0
台灣,2021-08-31,15995,4,1
台灣,2021-09-01,16001,6,1
台灣,2021-09-02,16006,5,1
台灣,2021-09-03,16012,6,0
台灣,2021-09-04,16013,1,0
台灣,2021-09-05,16019,6,0
台灣,2021-09-06,16035,16,0
台灣,2021-09-07,16047,12,0
台灣,2021-09-08,16056,9,0
台灣,2021-09-09,16062,6,1
台灣,2021-09-10,16069,7,1
台灣,2021-09-11,16074,5,0
台灣,2021-09-12,16088,14,0
台灣,2021-09-13,16093,5,0
台灣,2021-09-14,16098,5,0
台灣,2021-09-15,16103,5,0
台灣,2021-09-16,16115,12,0
台灣,2021-09-17,16123,8,0
台灣,2021-09-18,16129,6,0
台灣,2021-09-19,16141,12,1
台灣,2021-09-20,16147,6,0
台灣,2021-09-21,16152,5,0
台灣,2021-09-22,16159,7,1
台灣,2021-09-23,16168,9,0
台灣,2021-09-24,16176,8,0
台灣,2021-09-25,16181,5,0
台灣,2021-09-26,16189,8,0
台灣,2021-09-27,16198,9,1
台灣,2021-09-28,16205,7,0
台灣,2021-09-29,16216,11,0
台灣,2021-09-30,16223,7,0
台灣,2021-10-01,16234,11,1
台灣,2021-10-02,16244,10,0
台灣,2021-10-03,16250,6,0
台灣,2021-10-04,16255,5,1
台灣,2021-10-05,16262,7,0
台灣,2021-10-06,16267,5,0
台灣,2021-10-07,16271,4,0
台灣,2021-10-08,16283,12,1
台灣,2021-10-09,16287,4,1
台灣,2021-10-10,16294,7,0
台灣,2021-10-11,16305,11,0
台灣,2021-10-12,16309,4,0
台灣,2021-10-13,16313,4,0
台灣,2021-10-14,16321,8,0
台灣,2021-10-15,16325,4,0
台灣,2021-10-16,16336,11,0
台灣,2021-10-17,16337,1,0
台灣,2021-10-18,16337,0,0
台灣,2021-10-19,16343,6,0
台灣,2021-10-20,16347,4,0
台灣,2021-10-21,16349,2,0
台灣,2021-10-22,16357,8,0
台灣,2021-10-23,16364,7,0
台灣,2021-10-24,16368,4,0
台灣,2021-10-25,16376,8,1
台灣,2021-10-26,16380,4,0
台灣,2021-10-27,16388,8,0
台灣,2021-10-28,16394,6,0
台灣,2021-10-29,16399,5,0
台灣,2021-10-30,16406,7,0
台灣,2021-10-31,16412,6,0
台灣,2021-11-01,16417,5,0
台灣,2021-11-02,16421,4,0
台灣,2021-11-03,16428,7,0
台灣,2021-11-04,16430,2,0
台灣,2021-11-05,16437,7,0
台灣,2021-11-06,16438,1,0
台灣,2021-11-07,16442,4,0
台灣,2021-11-08,16445,3,0
台灣,2021-11-09,16451,6,1
台灣,2021-11-10,16456,5,0
台灣,2021-11-11,16465,9,0
台灣,2021-11-12,16475,10,0
台灣,2021-11-13,16479,4,0
台灣,2021-11-14,16487,8,0
台灣,2021-11-15,16496,9,0
台灣,2021-11-16,16498,2,0
台灣,2021-11-17,16503,5,0
台灣,2021-11-18,16506,3,0
台灣,2021-11-19,16516,10,0
台灣,2021-11-20,16520,4,0
台灣,2021-11-21,16529,9,0
台灣,2021-11-22,16532,3,0
台灣,2021-11-23,16539,7,0
台灣,2021-11-24,16544,5,0
台灣,2021-11-25,16554,10,0
台灣,2021-11-26,16566,12,0
台灣,2021-11-27,16578,12,0
台灣,2021-11-28,16588,10,0
台灣,2021-11-29,16596,8,0
台灣,2021-11-30,16601,5,0
台灣,2021-12-01,16609,8,0
台灣,2021-12-02,16626,17,0
台灣,2021-12-03,16637,11,0
台灣,2021-12-04,16648,11,0
台灣,2021-12-05,16652,4,0
台灣,2021-12-06,16662,10,0
台灣,2021-12-07,16683,21,0
台灣,2021-12-08,16688,5,0
台灣,2021-12-09,16704,16,0
台灣,2021-12-10,16721,17,0
台灣,2021-12-11,16731,10,0
台灣,2021-12-12,16737,6,0
台灣,2021-12-13,16742,5,0
台灣,2021-12-14,16752,10,0
台灣,2021-12-15,16759,7,1
台灣,2021-12-16,16771,12,0
台灣,2021-12-17,16786,15,0
台灣,2021-12-18,16799,13,0
台灣,2021-12-19,16805,6,1
台灣,2021-12-20,16816,11,0
台灣,2021-12-21,16826,10,0
台灣,2021-12-22,16840,14,0
台灣,2021-12-23,16853,13,0
台灣,2021-12-24,16873,20,0
台灣,2021-12-25,16891,18,0
台灣,2021-12-26,16915,24,0
台灣,2021-12-27,16931,16,0
台灣,2021-12-28,16950,19,0
台灣,2021-12-29,16964,14,0
台灣,2021-12-30,16988,24,0
台灣,2021-12-31,17029,41,0
台灣,2022-01-01,17050,21,0
台灣,2022-01-02,17070,20,0
台灣,2022-01-03,17095,25,0
台灣,2022-01-04,17129,34,0
台灣,2022-01-05,17155,26,0
台灣,2022-01-06,17198,43,0
台灣,2022-01-07,17258,60,0
台灣,2022-01-08,17302,44,0
台灣,2022-01-09,17362,60,0
台灣,2022-01-10,17394,32,0
台灣,2022-01-11,17463,69,0
台灣,2022-01-12,17559,96,0
台灣,2022-01-13,17624,65,1
台灣,2022-01-14,17692,68,0
台灣,2022-01-15,17769,77,0
台灣,2022-01-16,17820,51,0
台灣,2022-01-17,17885,65,0
台灣,2022-01-18,17951,66,0
台灣,2022-01-19,18005,54,0
台灣,2022-01-20,18041,36,0
台灣,2022-01-21,18109,68,0
台灣,2022-01-22,18238,129,0
台灣,2022-01-23,18325,87,0
台灣,2022-01-24,18376,51,0
台灣,2022-01-25,18411,35,0
台灣,2022-01-26,18503,92,0
台灣,2022-01-27,18566,63,0
台灣,2022-01-28,18634,68,0
台灣,2022-01-29,18681,47,0
台灣,2022-01-30,18735,54,0
台灣,2022-01-31,18790,55,0
台灣,2022-02-01,18850,60,0
台灣,2022-02-02,18903,53,0
台灣,2022-02-03,18958,55,0
台灣,2022-02-04,19029,71,0
台灣,2022-02-05,19101,72,0
台灣,2022-02-06,19144,43,0
台灣,2022-02-07,19192,48,0
台灣,2022-02-08,19239,47,0
台灣,2022-02-09,19293,54,0
台灣,2022-02-10,19376,83,0
台灣,2022-02-11,19455,79,0
台灣,2022-02-12,19515,60,0
台灣,2022-02-13,19567,52,0
台灣,2022-02-14,19621,54,0
台灣,2022-02-15,19666,45,1
台灣,2022-02-16,19732,66,0
台灣,2022-02-17,19797,65,0
台灣,2022-02-18,19864,67,0
台灣,2022-02-19,19937,73,0
台灣,2022-02-20,20007,70,0
台灣,2022-02-21,20056,49,0
台灣,2022-02-22,20100,44,0
台灣,2022-02-23,20156,56,0
台灣,2022-02-24,20236,80,0
台灣,2022-02-25,20304,68,1
台灣,2022-02-26,20373,69,0
台灣,2022-02-27,20433,60,0
台灣,2022-02-28,20489,56,0
台灣,2022-03-01,20533,44,0
台灣,2022-03-02,20582,49,0
台灣,2022-03-03,20653,71,0
台灣,2022-03-04,20717,64,0
台灣,2022-03-05,20797,80,0
台灣,2022-03-06,20840,43,0
台灣,2022-03-07,20869,29,0
台灣,2022-03-08,20922,53,0
台灣,2022-03-09,20999,77,0
台灣,2022-03-10,21081,82,0
台灣,2022-03-11,21163,82,0
台灣,2022-03-12,21225,62,0
台灣,2022-03-13,21288,63,0
台灣,2022-03-14,21363,75,0
台灣,2022-03-15,21402,39,0
台灣,2022-03-16,21492,90,0
台灣,2022-03-17,21583,91,0
台灣,2022-03-18,21658,75,0
台灣,2022-03-19,21784,126,0
台灣,2022-03-20,21905,121,0
台灣,2022-03-21,22003,98,0
台灣,2022-03-22,22091,88,0
台灣,2022-03-23,22188,97,0
